0.980796677	0.980796677
-0.056093531	0.056093531
-0.027590228	0.027590228
-0.160269728	0.160269728
-0.470356615	0.470356615
0.606033781	0.606033781
0.065509439	0.065509439
-0.361513563	0.361513563
0.84667291	0.84667291
0.328424301	0.328424301
0.223394453	0.223394453
-0.161780661	0.161780661
0.107734061	0.107734061
-0.395111373	0.395111373
0.796727851	0.796727851
-0.059659363	0.059659363
-0.707592534	0.707592534
0.17267219	0.17267219
-0.518979645	0.518979645
0.91885171	0.91885171
0.561982384	0.561982384
0.478841426	0.478841426
-0.946416827	0.946416827
-0.301354496	0.301354496
0.842669805	0.842669805
-0.70296399	0.70296399
-0.5607997	0.5607997
0.482782768	0.482782768
0.799890465	0.799890465
0.310056017	0.310056017
0.413859635	0.413859635
0.745873288	0.745873288
0.100645346	0.100645346
0.116041705	0.116041705
0.263652495	0.263652495
-0.133596024	0.133596024
-0.888441192	0.888441192
-0.291253051	0.291253051
0.616086809	0.616086809
-0.107060491	0.107060491
