1	75.3852006
2	59.63164274
3	64.03730029
4	64.09248974
5	61.31334171
6	38.30405755
7	68.13342574
8	72.72248307
9	91.41729151
10	97.48654711
11	28.16999966
12	61.31488933
13	5.835141063
14	71.62658526
15	75.80789741
16	28.41867906
17	35.26113332
18	39.18227493
19	31.63504828
20	72.01673981
21	1.053138845
22	10.86233276
23	43.21114474
24	70.10861381
25	86.94294313
26	86.74828363
27	17.46061308
28	48.59787775
29	61.76977645
30	80.96644213
31	5.344162649
32	39.97240635
33	8.589094723
34	70.49976965
35	27.27122296
36	63.92881253
37	55.2178869
38	61.35453972
39	72.6155408
40	24.65098305
41	55.21688392
42	43.71026071
43	84.18667888
44	73.68791148
45	97.08396104
46	40.82962389
47	83.1658834
48	16.94657208
49	33.24131311
50	39.27898525
